prompt_idx,layer,logit_diff,cos,proj_cos,mask_cos,mask_proj_cos,rank,proj_rank
3,12,118.03132629394531,0.007925593294203281,0.02964729070663452,0.029609620571136475,0.05979602038860321,0.9965,0.69
3,13,140.78826904296875,0.0287897028028965,0.04944748058915138,0.05987616628408432,0.07939085364341736,0.9955,0.5375
3,14,177.7393341064453,0.012530971318483353,0.020234214141964912,0.032301150262355804,0.04049510881304741,0.9945,0.736
3,15,164.76492309570312,0.04484099522233009,0.0379946194589138,0.05548223853111267,0.048835158348083496,0.9985,0.6495
3,16,157.80271911621094,0.052133847028017044,0.05802248790860176,0.06298881769180298,0.07104124873876572,0.993,0.513
3,17,186.5285186767578,0.07085905969142914,0.0724283903837204,0.05879153683781624,0.07597441226243973,0.9915,0.479
3,18,159.86219787597656,0.08579304814338684,0.08612892031669617,0.05509883165359497,0.058384157717227936,0.9805,0.279
3,19,177.6392059326172,0.11202844977378845,0.1301063448190689,0.10867851227521896,0.1316322237253189,0.9855,0.0655
3,20,181.51913452148438,0.12173851579427719,0.14789190888404846,0.10708414763212204,0.14300455152988434,0.974,0.03400000000000003
3,21,196.63568115234375,0.13556335866451263,0.17401203513145447,0.11509931832551956,0.1532714068889618,0.948,0.023499999999999965
3,22,198.79917907714844,0.1401073932647705,0.17963175475597382,0.11601963639259338,0.15577834844589233,0.911,0.01649999999999996
3,23,212.43392944335938,0.15612387657165527,0.19431772828102112,0.12893344461917877,0.16613346338272095,0.8475,0.008499999999999952
3,24,200.24192810058594,0.1596468687057495,0.1900283396244049,0.13939118385314941,0.17779472470283508,0.842,0.020499999999999963
3,25,198.177490234375,0.15127569437026978,0.17879515886306763,0.12105334550142288,0.16024674475193024,0.7835,0.018000000000000016
3,26,204.99081420898438,0.15414416790008545,0.18781790137290955,0.13389761745929718,0.17773732542991638,0.7305,0.007499999999999951
3,27,204.2921142578125,0.14721819758415222,0.17851749062538147,0.1247297152876854,0.1575949788093567,0.7575,0.01200000000000001
3,28,213.81060791015625,0.15229062736034393,0.19210724532604218,0.1314539760351181,0.16942088305950165,0.6845,0.0034999999999999476
3,29,184.7735595703125,0.15103809535503387,0.19318731129169464,0.1298510730266571,0.15350912511348724,0.689,0.0020000000000000018
3,30,179.03457641601562,0.15114761888980865,0.19719281792640686,0.12438835203647614,0.12309850752353668,0.614,0.0020000000000000018
